strain	date	accession	country	region	segment_name
A/Shandong-Fushan/1631/2016	2016-12-10	MF593729	China	N	4
A/Shandong-Fushan/164/2017	2017-02-14	MF593735	China	N	4
A/Shandong-Fushan/1721/2016	2016-12-18	MF593731	China	N	4
A/Shandong-Fushan/1726/2016	2016-11-11	MF593732	China	N	4
A/Shandong-Zhifu/1125/2017	2017-03-07	MF593742	China	N	4
A/Shandong-Zhifu/1128/2017	2017-02-28	MF593744	China	N	4
A/Shandong-Zhifu/1158/2017	2017-03-07	MF593737	China	N	4
A/Shandong-Zhifu/1159/2017	2017-03-14	MF593741	China	N	4
A/Shandong-Zhifu/1174/2017	2017-03-14	MF593738	China	N	4
A/Shandong-Zhifu/1175/2017	2017-03-14	MF593740	China	N	4
A/Shandong-Zhifu/1185/2016	2016-03-22	MF593722	China	N	4
A/Shandong-Zhifu/148/2017	2017-02-14	MF593736	China	N	4
A/Shandong-Zhifu/149/2017	2017-02-07	MF593727	China	N	4
A/Shandong-Zhifu/154/2017	2017-06-23	MF593734	China	N	4
A/Shandong-Zhifu/162/2017	2017-02-07	MF593726	China	N	4
A/Shandong-Zhifu/164/2016	2016-02-03	MF593720	China	N	4
A/Shandong-Zhifu/164/2017	2017-02-07	MF593728	China	N	4
A/Shandong-Zhifu/1666/2016	2016-11-17	MF593733	China	N	4
A/Shanghai/1/2016	2016-09-14	MG984177	China	N	4
A/Shanghai/10/2017	2017-01-10	MG984185	China	N	4
A/Shanghai/11/2017	2017-01-11	MG984193	China	N	4
A/Shanghai/12/2017	2017-01-13	MG984201	China	N	4
A/Shanghai/13/2017	2017-01-13	MG984209	China	N	4
A/Shanghai/16/2017	2017-01-25	MG984233	China	N	4
A/Shanghai/2/2016	2016-11-11	MG984265	China	N	4
A/Shanghai/21/2017	2017-02-06	MG984281	China	N	4
A/Shanghai/22/2017	2017-02-08	MG984134	China	N	4
A/Shanghai/23/2017	2017-02-10	MG984153	China	N	4
A/Shanghai/26/2017	2017-02-17	MG984118	China	N	4
A/Shanghai/28/2017	2017-02-24	MG984170	China	N	4
A/Shanghai/29/2017	2017-05-16	MG984289	China	N	4
A/Shanghai/3/2016	2016-11-25	MG984297	China	N	4
A/Shanghai/30/2017	2017-06-23	MG984305	China	N	4
A/Shanghai/31/2017	2017-06-23	MG984313	China	N	4
A/Shanghai/32/2017	2017-07-19	MG984321	China	N	4
A/Shanghai/35/2017	2017-07-31	MG984345	China	N	4
A/Shanghai/36/2017	2017-08-09	MG984353	China	N	4
A/Shanghai/4/2016	2016-12-02	MG984385	China	N	4
A/Shanghai/41/2017	2017-08-19	MG984401	China	N	4
A/Shanghai/44/2017	2017-08-23	MG984425	China	N	4
A/Shanghai/46/2017	2017-08-29	MG984441	China	N	4
A/Shanghai/5/2016	2016-12-02	MG984473	China	N	4
A/Shanghai/51/2017	2017-09-08	MG984489	China	N	4
A/Shanghai/53/2017	2017-09-13	MG984505	China	N	4
A/Shanghai/56/2017	2017-09-17	MG984093	China	N	4
A/Shanghai/58/2017	2017-09-21	MG984158	China	N	4
A/Shanghai/6/2016	2016-12-20	MG984513	China	N	4
A/Shanghai/60/2017	2017-09-27	MG984162	China	N	4
A/Shanghai/62/2017	2017-09-29	MG984128	China	N	4
A/Shanghai/8/2016	2016-12-30	MG984529	China	N	4
A/Singapore/NHRC_RGN0208/2017	2017-07-03	MG279222	Singapore	T	4
A/Singapore/NHRC_RGN0210/2017	2017-07-04	MG279230	Singapore	T	4
A/Spain/7044/2018	2018-01-02	MK382032	Spain	N	4
A/Spain/7190/2018	2018-01-04	MK400786	Spain	N	4
A/Spain/7259/2018	2018-01-13	MK401425	Spain	N	4
A/Sydney/1000/2018	2018-03-14	MN571303	Australia	S	4
A/Sydney/101/2016	2016-06-04	CY254377	Australia	S	4
A/Sydney/1013/2016	2016-07-08	CY254609	Australia	S	4
A/Sydney/1014/2016	2016-07-11	CY254465	Australia	S	4
A/Sydney/1018/2016	2016-07-20	CY254481	Australia	S	4
A/Sydney/1059/2016	2016-08-16	CY254953	Australia	S	4
A/Sydney/1065/2016	2016-08-15	CY254961	Australia	S	4
A/Sydney/1092/2016	2016-09-02	CY255025	Australia	S	4
A/Sydney/1094/2016	2016-09-08	CY255081	Australia	S	4
A/Sydney/11/2017	2017-01-03	MN571343	Australia	S	4
A/Sydney/11/2018	2018-01-19	MN571351	Australia	S	4
A/Sydney/115/2016	2016-07-01	CY254617	Australia	S	4
A/Sydney/1205/2017	2017-10-18	MN571359	Australia	S	4
A/Sydney/129/2016	2016-06-30	CY254489	Australia	S	4
A/Sydney/13/2017	2017-01-11	MN571383	Australia	S	4
A/Sydney/14/2017	2017-01-11	MN571391	Australia	S	4
A/Sydney/140/2016	2016-07-10	CY254625	Australia	S	4
A/Sydney/142/2016	2016-06-30	CY254545	Australia	S	4
A/Sydney/143/2016	2016-07-02	CY254633	Australia	S	4
A/Sydney/152/2017	2017-05-09	MN571399	Australia	S	4
A/Sydney/155/2017	2017-06-05	MN571407	Australia	S	4
A/Sydney/156/2017	2017-06-13	MN571415	Australia	S	4
A/Sydney/158/2017	2017-06-15	MN571431	Australia	S	4
A/Sydney/162/2017	2017-06-27	MN568096	Australia	S	4
A/Sydney/171/2016	2016-07-29	CY254577	Australia	S	4
A/Sydney/18/2017	2017-01-30	MN571495	Australia	S	4
A/Sydney/180/2017	2017-08-30	MN571503	Australia	S	4
A/Sydney/181/2017	2017-08-30	MN571511	Australia	S	4
A/Sydney/183/2017	2017-08-30	MN571535	Australia	S	4
A/Sydney/185/2017	2017-08-30	MN571551	Australia	S	4
A/Sydney/189/2017	2017-07-17	MN571567	Australia	S	4
A/Sydney/19/2017	2017-02-11	MN571575	Australia	S	4
A/Sydney/19/2018	2018-02-18	MN571583	Australia	S	4
A/Sydney/192/2017	2017-09-16	MN571591	Australia	S	4
A/Sydney/194/2017	2017-09-22	MN571607	Australia	S	4
A/Sydney/195/2017	2017-09-20	MN571615	Australia	S	4
A/Sydney/197/2017	2017-09-06	MN571631	Australia	S	4
A/Sydney/2/2017	2017-01-28	MN571647	Australia	S	4
A/Sydney/20/2017	2017-02-07	MN571655	Australia	S	4
A/Sydney/20/2018	2018-02-16	MN571663	Australia	S	4
A/Sydney/200/2017	2017-09-05	MN571671	Australia	S	4
A/Sydney/205/2017	2017-10-04	MN571695	Australia	S	4
A/Sydney/206/2017	2017-10-04	MN571703	Australia	S	4
A/Sydney/21/2017	2017-02-07	MN571719	Australia	S	4
A/Sydney/211/2017	2017-09-06	MN571735	Australia	S	4
A/Sydney/212/2017	2017-09-06	MN571743	Australia	S	4
A/Sydney/216/2017	2017-09-26	MN571759	Australia	S	4
A/Sydney/217/2017	2017-09-26	MN571767	Australia	S	4
A/Sydney/219/2017	2017-09-29	MN571775	Australia	S	4
A/Sydney/226/2017	2017-08-16	MN571791	Australia	S	4
A/Sydney/228/2017	2017-07-03	MN571807	Australia	S	4
A/Sydney/229/2017	2017-07-04	MN571815	Australia	S	4
A/Sydney/230/2017	2017-07-04	MN571831	Australia	S	4
A/Sydney/233/2017	2017-06-16	MN571839	Australia	S	4
A/Sydney/25/2017	2017-02-09	MN571855	Australia	S	4
A/Sydney/25/2018	2018-01-27	MN568051	Australia	S	4
A/Sydney/266/2016	2016-08-13	CY254913	Australia	S	4
A/Sydney/27/2017	2017-01-27	MN571871	Australia	S	4
A/Sydney/29/2016	2016-01-10	CY254234	Australia	S	4
A/Sydney/297/2016	2016-09-09	CY255137	Australia	S	4
A/Sydney/3/2018	2018-01-26	MN571895	Australia	S	4
A/Sydney/32/2017	2017-02-06	MN571919	Australia	S	4
A/Sydney/33/2017	2017-02-12	MN571927	Australia	S	4
A/Sydney/34/2017	2017-02-27	MN571935	Australia	S	4
A/Sydney/34/2018	2018-04-13	MN571943	Australia	S	4
A/Sydney/35/2017	2017-02-19	MN571951	Australia	S	4
A/Sydney/36/2017	2017-01-23	MN571959	Australia	S	4
A/Sydney/37/2017	2017-01-23	MN571967	Australia	S	4
A/Sydney/38/2017	2017-02-14	MN571975	Australia	S	4
A/Sydney/40/2017	2017-02-16	MN571999	Australia	S	4
A/Sydney/41/2017	2017-02-17	MN572007	Australia	S	4
A/Sydney/43/2017	2017-02-20	MN572015	Australia	S	4
A/Sydney/47/2018	2018-06-07	MN572047	Australia	S	4
A/Sydney/48/2017	2017-02-25	MN572055	Australia	S	4
A/Sydney/5/2017	2017-01-05	MN572063	Australia	S	4
A/Sydney/500/2017	2017-08-15	MN572079	Australia	S	4
A/Sydney/502/2017	2017-08-15	MN572087	Australia	S	4
A/Sydney/503/2018	2018-02-25	MN572095	Australia	S	4
A/Sydney/505/2017	2017-08-14	MN572103	Australia	S	4
A/Sydney/507/2017	2017-08-14	MN572111	Australia	S	4
A/Sydney/508/2017	2017-08-15	MN572127	Australia	S	4
A/Sydney/509/2017	2017-08-14	MN572135	Australia	S	4
A/Sydney/513/2017	2017-08-14	MN572175	Australia	S	4
A/Sydney/514/2017	2017-08-14	MN572191	Australia	S	4
A/Sydney/515/2017	2017-08-14	MN572199	Australia	S	4
A/Sydney/515/2018	2018-04-21	MN572207	Australia	S	4
A/Sydney/517/2017	2017-08-21	MN572223	Australia	S	4
A/Sydney/518/2017	2017-08-20	MN572239	Australia	S	4
A/Sydney/521/2017	2017-08-21	MN572255	Australia	S	4
A/Sydney/522/2017	2017-08-21	MN572271	Australia	S	4
A/Sydney/524/2017	2017-08-21	MN572279	Australia	S	4
A/Sydney/528/2017	2017-08-21	MN572319	Australia	S	4
A/Sydney/529/2018	2018-01-16	MN572327	Australia	S	4
A/Sydney/531/2017	2017-08-23	MN572335	Australia	S	4
A/Sydney/532/2017	2017-08-17	MN572343	Australia	S	4
A/Sydney/534/2017	2017-08-17	MN567993	Australia	S	4
A/Sydney/536/2017	2017-08-18	MN572359	Australia	S	4
A/Sydney/54/2017	2017-02-13	MN572375	Australia	S	4
A/Sydney/540/2017	2017-08-23	MN572383	Australia	S	4
A/Sydney/544/2017	2017-08-24	MN572399	Australia	S	4
A/Sydney/547/2017	2017-08-31	MN572415	Australia	S	4
A/Sydney/55/2018	2018-06-16	MN572431	Australia	S	4
A/Sydney/551/2017	2017-08-27	MN572439	Australia	S	4
A/Sydney/554/2017	2017-08-30	MN572463	Australia	S	4
A/Sydney/561/2017	2017-09-19	MN572479	Australia	S	4
A/Sydney/562/2017	2017-08-28	MN572487	Australia	S	4
A/Sydney/564/2017	2017-08-28	MN568014	Australia	S	4
A/Sydney/565/2017	2017-08-28	MN572495	Australia	S	4
A/Sydney/701/2017	2017-09-01	MN572535	Australia	S	4
A/Sydney/706/2017	2017-09-03	MN572551	Australia	S	4
A/Sydney/71/2017	2017-02-11	MN572575	Australia	S	4
A/Sydney/710/2017	2017-09-05	MN572583	Australia	S	4
A/Sydney/711/2017	2017-09-05	MN572591	Australia	S	4
A/Sydney/712/2017	2017-09-05	MN572599	Australia	S	4
A/Sydney/716/2017	2017-09-07	MN572615	Australia	S	4
A/Sydney/718/2017	2017-09-07	MN572631	Australia	S	4
A/Sydney/719/2017	2017-09-08	MN572639	Australia	S	4
A/Sydney/72/2017	2017-02-12	MN572647	Australia	S	4
A/Sydney/720/2017	2017-09-09	MN572655	Australia	S	4
A/Sydney/721/2017	2017-09-10	MN572663	Australia	S	4
A/Sydney/729/2017	2017-09-18	MN572679	Australia	S	4
A/Sydney/734/2017	2017-09-19	MN572711	Australia	S	4
A/Sydney/735/2017	2017-09-20	MN572719	Australia	S	4
A/Sydney/741/2017	2017-09-24	MN572735	Australia	S	4
A/Sydney/742/2017	2017-09-26	MN572743	Australia	S	4
A/Sydney/76/2017	2017-02-22	MN572759	Australia	S	4
A/Sydney/8/2018	2018-01-22	MN572775	Australia	S	4
A/Sydney/80/2016	2016-03-03	CY254281	Australia	S	4
A/Sydney/83/2018	2018-07-04	MN572783	Australia	S	4
A/Sydney/9/2016	2016-01-08	CY254226	Australia	S	4
A/Sydney/9/2017	2017-01-19	MN572791	Australia	S	4
A/Sydney/92/2018	2018-04-06	MN572799	Australia	S	4
A/Sydney/93/2018	2018-06-04	MN572807	Australia	S	4
A/Taipei/0020/2016	2016-01-05	KY615528	Taiwan	N	4
A/Taipei/0088/2016	2016-12-06	KY949789	Taiwan	N	4
A/Taipei/0092/2016	2016-12-19	KY949902	Taiwan	N	4
A/Taipei/0095/2016	2016-12-22	KY949971	Taiwan	N	4
A/Taipei/0122/2017	2017-02-02	MH637773	Taiwan	N	4
A/Taipei/0123/2017	2017-02-03	MH637801	Taiwan	N	4
A/Tasmania/1/2017	2017-07-02	MN572823	Australia	S	4
A/Tasmania/1001/2016	2016-07-20	CY254473	Australia	S	4
A/Tasmania/141/2016	2016-08-26	CY255145	Australia	S	4
A/Tasmania/2/2017	2017-07-03	MN572839	Australia	S	4
A/Tasmania/21/2016	2016-08-12	CY254721	Australia	S	4
A/Tasmania/213/2016	2016-11-13	CY255505	Australia	S	4
A/Tasmania/24/2016	2016-08-12	CY254929	Australia	S	4
A/Tasmania/3/2016	2016-02-11	CY254265	Australia	S	4
A/Tasmania/41/2017	2017-04-23	MN572855	Australia	S	4
A/Tasmania/43/2017	2017-06-09	MN572863	Australia	S	4
A/Tasmania/92/2016	2016-09-06	CY255225	Australia	S	4
A/Tasmania/97/2016	2016-09-19	CY255233	Australia	S	4
A/Tehran/21220/2016	2016-01-18	KY328775	Iran	N	4
A/Tehran/50179/2016	2016-04-04	KY328774	Iran	N	4
A/Tehran/55986/2016	2016-10-13	KY328771	Iran	N	4
A/Tennessee/01/2017	2017-01-01	CY214642	USA	N	4
A/Tennessee/02/2016	2016-02-05	KX414713	USA	N	4
A/Tennessee/02/2017	2017-01-14	CY216041	USA	N	4
A/Tennessee/03/2016	2016-03-04	KY044134	USA	N	4
A/Tennessee/04/2017	2017-01-15	CY216049	USA	N	4
A/Tennessee/06/2017	2017-01-04	CY226639	USA	N	4
A/Tennessee/07/2017	2017-01-09	CY226623	USA	N	4
A/Tennessee/10/2017	2017-01-13	CY226591	USA	N	4
A/Tennessee/12/2017	2017-01-24	CY226607	USA	N	4
A/Tennessee/13/2017	2017-01-26	CY226655	USA	N	4
A/Tennessee/16/2017	2017-02-12	CY223790	USA	N	4
A/Tennessee/17/2017	2017-02-06	CY230293	USA	N	4
A/Tennessee/18/2017	2017-02-07	CY230253	USA	N	4
A/Tennessee/19/2017	2017-02-13	CY232254	USA	N	4
A/Tennessee/21/2017	2017-02-20	CY230285	USA	N	4
A/Tennessee/23/2017	2017-02-27	CY230301	USA	N	4
A/Tennessee/26/2017	2017-03-10	CY230277	USA	N	4
A/Tennessee/28/2016	2016-09-28	KY289073	USA	N	4
A/Tennessee/28/2017	2017-03-14	CY227630	USA	N	4
A/Tennessee/29/2017	2017-03-14	CY227638	USA	N	4
A/Tennessee/30/2016	2016-11-06	CY210551	USA	N	4
A/Tennessee/30/2017	2017-03-28	CY234288	USA	N	4
A/Tennessee/31/2017	2017-03-28	CY228549	USA	N	4
A/Tennessee/32/2016	2016-12-05	CY211882	USA	N	4
A/Tennessee/32/2017	2017-03-09	CY233290	USA	N	4
A/Tennessee/33/2016	2016-12-06	CY211890	USA	N	4
A/Tennessee/33/2017	2017-03-20	CY233259	USA	N	4
A/Tennessee/34/2016	2016-12-12	CY213114	USA	N	4
A/Tennessee/35/2016	2016-12-13	CY214386	USA	N	4
A/Tennessee/35/2017	2017-03-23	CY233306	USA	N	4
A/Tennessee/37/2016	2016-12-27	CY214634	USA	N	4
A/Tennessee/37/2017	2017-04-13	CY238235	USA	N	4
A/Tennessee/38/2016	2016-12-15	CY226559	USA	N	4
A/Tennessee/38/2017	2017-04-11	CY232562	USA	N	4
A/Tennessee/39/2016	2016-12-16	CY226567	USA	N	4
A/Tennessee/40/2016	2016-12-27	CY226575	USA	N	4
A/Tennessee/40/2017	2017-04-17	CY238662	USA	N	4
A/Tennessee/41/2017	2017-04-27	CY238639	USA	N	4
A/Tennessee/57/2017	2017-09-08	CY249963	USA	N	4
A/Tennessee/58/2017	2017-09-20	CY249971	USA	N	4
A/Tennessee/59/2017	2017-11-24	CY264409	USA	N	4
A/Texas/01/2016	2016-01-02	KX412830	USA	N	4
A/Texas/01/2017	2017-01-02	CY214034	USA	N	4
A/Texas/05/2017	2017-01-03	CY215034	USA	N	4
A/Texas/07/2017	2017-01-05	CY228173	USA	N	4
A/Texas/08/2016	2016-01-25	KX412878	USA	N	4
A/Texas/10/2017	2017-01-10	CY214818	USA	N	4
A/Texas/102/2017	2017-03-29	CY238561	USA	N	4
A/Texas/104/2017	2017-03-31	CY238569	USA	N	4
A/Texas/106/2017	2017-04-25	CY234730	USA	N	4
A/Texas/107/2017	2017-04-26	CY234738	USA	N	4
A/Texas/11/2016	2016-01-16	KX414065	USA	N	4
A/Texas/118/2016	2016-03-16	KX416176	USA	N	4
A/Texas/119/2016	2016-03-24	KX416184	USA	N	4
A/Texas/12/2016	2016-01-18	KX414073	USA	N	4
A/Texas/120/2016	2016-03-20	KX416256	USA	N	4
A/Texas/121/2016	2016-03-20	KX917260	USA	N	4
A/Texas/123/2016	2016-03-21	KX917284	USA	N	4
A/Texas/129/2016	2016-04-11	KX917420	USA	N	4
A/Texas/130/2016	2016-04-02	KX416968	USA	N	4
A/Texas/133/2016	2016-04-13	KX416944	USA	N	4
A/Texas/136/2016	2016-04-22	KX417008	USA	N	4
A/Texas/14/2016	2016-02-03	KX412910	USA	N	4
A/Texas/15/2016	2016-01-03	KX413062	USA	N	4
A/Texas/15/2017	2017-01-20	CY221758	USA	N	4
A/Texas/158/2016	2016-03-23	KX916692	USA	N	4
A/Texas/16/2017	2017-01-23	CY221766	USA	N	4
A/Texas/166/2016	2016-04-11	KX916700	USA	N	4
A/Texas/170/2016	2016-05-08	KX916436	USA	N	4
A/Texas/171/2016	2016-05-16	KX916412	USA	N	4
A/Texas/173/2016	2016-05-21	KX918404	USA	N	4
A/Texas/174/2016	2016-05-23	KX916428	USA	N	4
A/Texas/175/2016	2016-06-22	KX916228	USA	N	4
A/Texas/176/2016	2016-06-22	KX916236	USA	N	4
A/Texas/177/2016	2016-06-23	KX916500	USA	N	4
A/Texas/178/2016	2016-08-04	KX916884	USA	N	4
A/Texas/179/2016	2016-08-15	KX916876	USA	N	4
A/Texas/180/2016	2016-08-28	KX916396	USA	N	4
A/Texas/182/2016	2016-08-31	KY003578	USA	N	4
A/Texas/183/2016	2016-08-31	KY003548	USA	N	4
A/Texas/186/2016	2016-09-05	KY044202	USA	N	4
A/Texas/187/2016	2016-09-06	KY003566	USA	N	4
A/Texas/19/2016	2016-01-26	KY044330	USA	N	4
A/Texas/19/2017	2017-01-18	CY216577	USA	N	4
A/Texas/190/2016	2016-10-21	KY289497	USA	N	4
A/Texas/191/2016	2016-12-03	CY211779	USA	N	4
A/Texas/192/2016	2016-12-21	CY215697	USA	N	4
A/Texas/193/2016	2016-12-07	CY212818	USA	N	4
A/Texas/196/2016	2016-12-22	CY213250	USA	N	4
A/Texas/198/2016	2016-12-25	CY213258	USA	N	4
A/Texas/20/2017	2017-01-18	CY216585	USA	N	4
A/Texas/201/2016	2016-12-29	CY213146	USA	N	4
A/Texas/202/2016	2016-12-29	CY213282	USA	N	4
A/Texas/203/2016	2016-12-22	CY221782	USA	N	4
A/Texas/204/2016	2016-12-19	CY226775	USA	N	4
A/Texas/205/2016	2016-12-19	CY226926	USA	N	4
A/Texas/206/2016	2016-12-19	CY226934	USA	N	4
A/Texas/207/2016	2016-12-19	CY226942	USA	N	4
A/Texas/208/2016	2016-12-19	CY226950	USA	N	4
A/Texas/209/2016	2016-12-21	CY226791	USA	N	4
A/Texas/211/2016	2016-12-22	CY226783	USA	N	4
A/Texas/213/2016	2016-12-22	CY226966	USA	N	4
A/Texas/215/2016	2016-12-29	CY226990	USA	N	4
A/Texas/22/2016	2016-02-01	KX414353	USA	N	4
A/Texas/23/2017	2017-01-26	CY216737	USA	N	4
A/Texas/25/2017	2017-01-03	CY226807	USA	N	4
A/Texas/26/2016	2016-02-05	KX414785	USA	N	4
A/Texas/26/2017	2017-01-03	CY226815	USA	N	4
A/Texas/27/2017	2017-01-08	CY226823	USA	N	4
A/Texas/274/2017	2017-05-30	CY238875	USA	N	4
A/Texas/275/2017	2017-06-29	CY239912	USA	N	4
A/Texas/278/2017	2017-06-27	CY240103	USA	N	4
A/Texas/279/2017	2017-06-29	CY240095	USA	N	4
A/Texas/28/2017	2017-01-14	CY226831	USA	N	4
A/Texas/280/2017	2017-07-08	CY242326	USA	N	4
A/Texas/284/2017	2017-09-08	CY245254	USA	N	4
A/Texas/286/2017	2017-09-24	CY250083	USA	N	4
A/Texas/287/2017	2017-09-28	CY250075	USA	N	4
A/Texas/288/2017	2017-10-13	CY250603	USA	N	4
A/Texas/29/2016	2016-02-09	KX414888	USA	N	4
A/Texas/29/2017	2017-01-17	CY226839	USA	N	4
A/Texas/290/2017	2017-10-18	CY250651	USA	N	4
A/Texas/291/2017	2017-10-19	CY250659	USA	N	4
A/Texas/292/2017	2017-10-17	CY260390	USA	N	4
A/Texas/293/2017	2017-10-22	CY258116	USA	N	4
A/Texas/296/2017	2017-10-30	CY258204	USA	N	4
A/Texas/297/2017	2017-10-30	CY258212	USA	N	4
A/Texas/298/2017	2017-11-06	CY260058	USA	N	4
A/Texas/299/2017	2017-11-07	CY260066	USA	N	4
A/Texas/30/2016	2016-02-16	KX414896	USA	N	4
A/Texas/301/2017	2017-11-08	CY260793	USA	N	4
A/Texas/304/2017	2017-11-17	CY261137	USA	N	4
A/Texas/305/2017	2017-11-27	CY261671	USA	N	4
A/Texas/306/2017	2017-11-27	CY261679	USA	N	4
A/Texas/309/2017	2017-11-26	CY264529	USA	N	4
A/Texas/312/2017	2017-11-28	CY264830	USA	N	4
A/Texas/313/2017	2017-12-07	CY264838	USA	N	4
A/Texas/32/2017	2017-01-31	CY220135	USA	N	4
A/Texas/35/2017	2017-02-01	CY220303	USA	N	4
A/Texas/36/2017	2017-02-04	CY220311	USA	N	4
A/Texas/38/2017	2017-02-01	CY220735	USA	N	4
A/Texas/40/2017	2017-02-13	CY220727	USA	N	4
A/Texas/46/2017	2017-02-13	CY221854	USA	N	4
A/Texas/48/2016	2016-03-08	KX415520	USA	N	4
A/Texas/48/2017	2017-02-13	CY221934	USA	N	4
A/Texas/4945/2016	2016-02-04	CY208178	USA	N	4
A/Texas/50/2017	2017-02-16	CY221910	USA	N	4
A/Texas/52/2016	2016-02-18	KX415712	USA	N	4
A/Texas/52/2017	2017-02-20	CY221918	USA	N	4
A/Texas/55/2017	2017-02-16	CY222885	USA	N	4
A/Texas/56/2016	2016-02-15	KX415816	USA	N	4
A/Texas/57/2016	2016-02-22	KX415824	USA	N	4
A/Texas/58/2016	2016-02-10	KX415832	USA	N	4
A/Texas/59/2016	2016-02-26	KX917148	USA	N	4
A/Texas/60/2016	2016-03-08	KX415840	USA	N	4
A/Texas/61/2017	2017-02-27	CY223085	USA	N	4
A/Texas/62/2017	2017-03-01	CY223293	USA	N	4
A/Texas/64/2017	2017-03-05	CY231063	USA	N	4
A/Texas/6418/2017	2017-10-30	MH294765	USA	N	4
A/Texas/65/2016	2016-03-28	KX413134	USA	N	4
A/Texas/65/2017	2017-03-07	CY225262	USA	N	4
A/Texas/6511/2017	2017-12-05	MH294877	USA	N	4
A/Texas/66/2016	2016-01-21	KX413142	USA	N	4
A/Texas/6651/2018	2018-01-09	MH778999	USA	N	4
A/Texas/6652/2018	2018-01-01	MH779000	USA	N	4
A/Texas/6654/2017	2017-12-28	MH779002	USA	N	4
A/Texas/6657/2017	2017-12-28	MH779005	USA	N	4
A/Texas/6658/2017	2017-12-29	MH779006	USA	N	4
A/Texas/6659/2017	2017-12-30	MH779007	USA	N	4
A/Texas/67/2016	2016-01-15	KX413150	USA	N	4
A/Texas/6707/2018	2018-01-04	MH779055	USA	N	4
A/Texas/6708/2018	2018-01-18	MH779056	USA	N	4
A/Texas/6710/2018	2018-01-17	MH779058	USA	N	4
A/Texas/68/2017	2017-03-01	CY227502	USA	N	4
A/Texas/6838/2018	2018-01-29	MH885252	USA	N	4
A/Texas/6839/2018	2018-01-17	MH885253	USA	N	4
A/Texas/6840/2018	2018-01-03	MH885254	USA	N	4
A/Texas/6860/2018	2018-03-12	MH885274	USA	N	4
A/Texas/6862/2018	2018-01-11	MH885276	USA	N	4
A/Texas/6865/2018	2018-01-09	MH885279	USA	N	4
A/Texas/6870/2017	2017-12-31	MH885284	USA	N	4
A/Texas/6871/2017	2017-12-29	MH885285	USA	N	4
A/Texas/6975/2018	2018-01-02	MK381507	USA	N	4
A/Texas/6977/2018	2018-01-02	MK381509	USA	N	4
A/Texas/70/2017	2017-03-17	CY227758	USA	N	4
A/Texas/7002/2017	2017-12-15	MK381534	USA	N	4
A/Texas/71/2016	2016-02-02	KX413158	USA	N	4
A/Texas/71/2017	2017-03-18	CY242126	USA	N	4
A/Texas/72/2017	2017-03-08	CY227830	USA	N	4
A/Texas/73/2017	2017-03-21	CY227782	USA	N	4
A/Texas/74/2016	2016-02-26	KX413166	USA	N	4
A/Texas/75/2017	2017-03-25	CY227838	USA	N	4
A/Texas/76/2016	2016-02-21	KX413174	USA	N	4
A/Texas/76/2017	2017-01-09	CY238386	USA	N	4
A/Texas/77/2017	2017-01-11	CY238394	USA	N	4
A/Texas/78/2016	2016-02-21	KX413190	USA	N	4
A/Texas/79/2016	2016-02-21	KX413198	USA	N	4
A/Texas/80/2016	2016-02-18	KX413206	USA	N	4
A/Texas/80/2017	2017-01-25	CY239657	USA	N	4
A/Texas/85/2016	2016-02-28	KX413238	USA	N	4
A/Texas/85/2017	2017-02-04	CY238425	USA	N	4
A/Texas/87/2017	2017-02-12	CY238274	USA	N	4
A/Texas/91/2017	2017-02-24	CY238282	USA	N	4
A/Texas/93/2017	2017-02-21	CY238465	USA	N	4
A/Texas/95/2017	2017-03-06	CY238298	USA	N	4
A/Texas/97/2017	2017-03-14	CY238354	USA	N	4
A/Texas/99/2017	2017-03-21	CY238362	USA	N	4
A/Townsville/1003/2016	2016-10-13	CY255305	Australia	S	4
A/Townsville/14/2017	2017-08-14	MN572887	Australia	S	4
A/Townsville/17/2017	2017-12-07	MN568030	Australia	S	4
A/Townsville/2/2017	2017-02-19	MN572895	Australia	S	4
A/Townsville/3/2017	2017-02-16	MN572935	Australia	S	4
A/Townsville/51/2016	2016-12-13	CY255545	Australia	S	4
A/Utah/02/2017	2017-01-05	CY214770	USA	N	4
A/Utah/03/2016	2016-01-06	KX413897	USA	N	4
A/Utah/05/2017	2017-01-19	CY216353	USA	N	4
A/Utah/08/2017	2017-02-04	CY220455	USA	N	4
A/Utah/09/2017	2017-02-15	CY221997	USA	N	4
A/Utah/12/2016	2016-01-30	KX414449	USA	N	4
A/Utah/12/2017	2017-02-25	CY223237	USA	N	4
A/Utah/14/2016	2016-02-09	KX414809	USA	N	4
A/Utah/17/2016	2016-02-09	KX414801	USA	N	4
A/Utah/17/2017	2017-03-12	CY225406	USA	N	4
A/Utah/18/2016	2016-02-28	KX415360	USA	N	4
A/Utah/18/2017	2017-03-16	CY225398	USA	N	4
A/Utah/20/2017	2017-03-30	CY228853	USA	N	4
A/Utah/21/2016	2016-03-01	KX415352	USA	N	4
A/Utah/21/2017	2017-03-30	CY228861	USA	N	4
A/Utah/23/2016	2016-03-08	KX415984	USA	N	4
A/Utah/23/2017	2017-04-13	CY230826	USA	N	4
A/Utah/26/2017	2017-04-24	CY235648	USA	N	4
A/Utah/28/2016	2016-03-24	KX416352	USA	N	4
A/Utah/28/2017	2017-05-07	CY235792	USA	N	4
A/Utah/29/2017	2017-05-11	CY235784	USA	N	4
A/Utah/30/2017	2017-06-02	CY238867	USA	N	4
