strain	date	accession	country	region	segment_name
A/Basel/USB003108.6/2017	2017-02-11	MN301220	Switzerland	N	6
A/Basel/USB003109.6/2017	2017-02-12	MN301221	Switzerland	N	6
A/Basel/USB003115.6/2017	2017-02-13	MN301224	Switzerland	N	6
A/Basel/USB003116.6/2017	2017-02-13	MN301223	Switzerland	N	6
A/Basel/USB003118.6/2017	2017-02-14	MN301226	Switzerland	N	6
A/Basel/USB003124.6/2017	2017-02-16	MN301230	Switzerland	N	6
A/Basel/USB003125.6/2017	2017-02-17	MN301231	Switzerland	N	6
A/Basel/USB003126.6/2017	2017-02-17	MN301232	Switzerland	N	6
A/Basel/USB003130.6/2017	2017-02-18	MN301234	Switzerland	N	6
A/Basel/USB003294.6/2017	2017-02-19	MN301236	Switzerland	N	6
A/Basel/USB003295.6/2017	2017-02-19	MN301237	Switzerland	N	6
A/Basel/USB003297.6/2017	2017-02-20	MN301239	Switzerland	N	6
A/Basel/USB003298.6/2017	2017-02-20	MN301238	Switzerland	N	6
A/Basel/USB003299.6/2017	2017-02-20	MN301240	Switzerland	N	6
A/Basel/USB003304.6/2017	2017-02-23	MN301244	Switzerland	N	6
A/Basel/USB003305.6/2017	2017-02-24	MN301245	Switzerland	N	6
A/Basel/USB003307.6/2017	2017-02-25	MN301247	Switzerland	N	6
A/Basel/USB003308.6/2017	2017-02-25	MN301248	Switzerland	N	6
A/Basel/USB003309.6/2017	2017-02-27	MN301249	Switzerland	N	6
A/Basel/USB003311.6/2017	2017-03-01	MN301251	Switzerland	N	6
A/Basel/USB003315.6/2017	2017-03-08	MN301253	Switzerland	N	6
A/Basel/USB003316.6/2017	2017-03-11	MN301254	Switzerland	N	6
A/Basel/USB003318.6/2017	2017-03-12	MN301256	Switzerland	N	6
A/Basel/USB003319.6/2017	2017-03-13	MN301257	Switzerland	N	6
A/Basel/USB003323.6/2017	2017-03-22	MN301258	Switzerland	N	6
A/Basel/USB003329.6/2016	2016-11-30	MN300725	Switzerland	N	6
A/Basel/USB003343.6/2016	2016-12-27	MN300728	Switzerland	N	6
A/Basel/USB003344.6/2016	2016-12-28	MN300729	Switzerland	N	6
A/Basel/USB003348.6/2016	2016-12-30	MN300733	Switzerland	N	6
A/Basel/USB003353.6/2017	2017-01-03	MN300738	Switzerland	N	6
A/Basel/USB003356.6/2017	2017-01-04	MN300741	Switzerland	N	6
A/Basel/USB003358.6/2017	2017-01-05	MN300743	Switzerland	N	6
A/Basel/USB003359.6/2017	2017-01-05	MN300744	Switzerland	N	6
A/Basel/USB003362.6/2017	2017-01-06	MN300747	Switzerland	N	6
A/Basel/USB003366.6/2017	2017-01-09	MN300750	Switzerland	N	6
A/Basel/USB003367.6/2017	2017-01-10	MN300751	Switzerland	N	6
A/Basel/USB003417.6/2017	2017-01-17	MN300764	Switzerland	N	6
A/Basel/USB003420.6/2017	2017-01-17	MN300766	Switzerland	N	6
A/Basel/USB003425.6/2017	2017-01-19	MN300771	Switzerland	N	6
A/Basel/USB003427.6/2017	2017-01-21	MN300772	Switzerland	N	6
A/Basel/USB003428.6/2017	2017-01-21	MN300773	Switzerland	N	6
A/Basel/USB003434.6/2017	2017-01-25	MN300778	Switzerland	N	6
A/Basel/USB003442.6/2017	2017-01-30	MN300785	Switzerland	N	6
A/Basel/USB003450.6/2017	2017-02-01	MN300792	Switzerland	N	6
A/Basel/USB003476.6/2017	2017-02-02	MN300795	Switzerland	N	6
A/Basel/USB003506.6/2017	2017-02-06	MN300804	Switzerland	N	6
A/Basel/USB003508.6/2017	2017-02-06	MN300806	Switzerland	N	6
A/Basel/USB003518.6/2017	2017-02-13	MN300814	Switzerland	N	6
A/Basel/USB003519.6/2017	2017-02-13	MN300815	Switzerland	N	6
A/Basel/USB003523.6/2017	2017-02-16	MN300819	Switzerland	N	6
A/Basel/USB003526.6/2017	2017-02-17	MN300822	Switzerland	N	6
A/Basel/USB003528.6/2017	2017-02-21	MN300824	Switzerland	N	6
A/Basel/USB003530.6/2017	2017-02-25	MN300826	Switzerland	N	6
A/Brisbane/1/2017	2017-01-02	CY255563	Australia	S	6
A/Brisbane/1001/2016	2016-07-13	CY254531	Australia	S	6
A/Brisbane/1002/2018	2018-07-17	MN568137	Australia	S	6
A/Brisbane/1004/2016	2016-07-25	CY254755	Australia	S	6
A/Brisbane/1008/2016	2016-08-09	CY254939	Australia	S	6
A/Brisbane/1009/2016	2016-08-10	CY254947	Australia	S	6
A/Brisbane/101/2017	2017-06-13	MN568145	Australia	S	6
A/Brisbane/1014/2016	2016-08-16	CY254891	Australia	S	6
A/Brisbane/105/2017	2017-07-12	MN568177	Australia	S	6
A/Brisbane/112/2018	2018-07-25	MN568201	Australia	S	6
A/Brisbane/113/2017	2017-07-24	MN568209	Australia	S	6
A/Brisbane/115/2018	2018-07-19	MN568217	Australia	S	6
A/Brisbane/120/2017	2017-07-21	MN568241	Australia	S	6
A/Brisbane/122/2016	2016-06-09	CY254539	Australia	S	6
A/Brisbane/122/2017	2017-07-19	MN568257	Australia	S	6
A/Brisbane/132/2017	2017-08-02	MN568281	Australia	S	6
A/Brisbane/133/2017	2017-07-26	MN568289	Australia	S	6
A/Brisbane/137/2017	2017-08-01	MN568337	Australia	S	6
A/Brisbane/138/2017	2017-08-10	MN568353	Australia	S	6
A/Brisbane/141/2017	2017-08-12	MN568385	Australia	S	6
A/Brisbane/142/2017	2017-08-14	MN568401	Australia	S	6
A/Brisbane/148/2017	2017-08-15	MN568449	Australia	S	6
A/Brisbane/153/2017	2017-08-17	MN568465	Australia	S	6
A/Brisbane/156/2017	2017-08-21	MN568489	Australia	S	6
A/Brisbane/158/2016	2016-08-04	CY254731	Australia	S	6
A/Brisbane/16/2017	2017-01-11	MN568529	Australia	S	6
A/Brisbane/161/2017	2017-08-28	MN568545	Australia	S	6
A/Brisbane/165/2016	2016-07-31	CY254739	Australia	S	6
A/Brisbane/165/2017	2017-08-26	MN568577	Australia	S	6
A/Brisbane/168/2017	2017-08-28	MN568601	Australia	S	6
A/Brisbane/177/2017	2017-09-10	MN568649	Australia	S	6
A/Brisbane/178/2017	2017-09-12	MN568657	Australia	S	6
A/Brisbane/18/2017	2017-01-23	MN568673	Australia	S	6
A/Brisbane/20/2017	2017-01-29	MN568705	Australia	S	6
A/Brisbane/200/2016	2016-08-29	CY255019	Australia	S	6
A/Brisbane/224/2016	2016-09-25	CY255187	Australia	S	6
A/Brisbane/225/2016	2016-08-25	CY255195	Australia	S	6
A/Brisbane/231/2016	2016-09-07	CY255203	Australia	S	6
A/Brisbane/273/2016	2016-10-17	CY255315	Australia	S	6
A/Brisbane/280/2016	2016-10-27	CY255403	Australia	S	6
A/Brisbane/285/2016	2016-10-20	CY255323	Australia	S	6
A/Brisbane/290/2016	2016-10-15	CY255411	Australia	S	6
A/Brisbane/291/2016	2016-11-03	CY255339	Australia	S	6
A/Brisbane/296/2016	2016-11-07	CY255419	Australia	S	6
A/Brisbane/298/2016	2016-10-29	CY255427	Australia	S	6
A/Brisbane/299/2016	2016-10-29	CY255435	Australia	S	6
A/Brisbane/3/2017	2017-01-04	CY255571	Australia	S	6
A/Brisbane/30/2016	2016-01-27	CY254275	Australia	S	6
A/Brisbane/302/2016	2016-10-31	CY255451	Australia	S	6
A/Brisbane/303/2016	2016-10-23	CY255459	Australia	S	6
A/Brisbane/324/2016	2016-12-31	CY255555	Australia	S	6
A/Brisbane/34/2018	2018-03-17	MN568793	Australia	S	6
A/Brisbane/43/2018	2018-04-07	MN568825	Australia	S	6
A/Brisbane/55/2018	2018-04-20	MN568857	Australia	S	6
A/Brisbane/66/2016	2016-03-08	CY254307	Australia	S	6
A/Brisbane/66/2018	2018-05-23	MN568897	Australia	S	6
A/Brisbane/67/2018	2018-05-21	MN568905	Australia	S	6
A/Brisbane/68/2016	2016-03-14	CY254315	Australia	S	6
A/Brisbane/7/2018	2018-01-04	MN568913	Australia	S	6
A/Brisbane/73/2018	2018-06-11	MN568921	Australia	S	6
A/Brisbane/77/2018	2018-06-12	MN568945	Australia	S	6
A/Brisbane/8/2018	2018-01-05	MN568953	Australia	S	6
A/Brisbane/85/2018	2018-07-01	MN568961	Australia	S	6
A/Brisbane/86/2017	2017-05-24	MN568969	Australia	S	6
A/Brisbane/87/2017	2017-05-24	MN568977	Australia	S	6
A/Brisbane/88/2017	2017-05-25	MN568985	Australia	S	6
A/Brisbane/88/2018	2018-07-02	MN568993	Australia	S	6
A/Brisbane/89/2017	2017-05-28	MN569001	Australia	S	6
A/Brisbane/89/2018	2018-06-21	MN569009	Australia	S	6
A/Brisbane/90/2017	2017-05-29	MN569017	Australia	S	6
A/Brisbane/94/2017	2017-06-22	MN569025	Australia	S	6
A/Busan/1300/2016	2016-09-19	MG787893	South		
A/Busan/1343/2018	2018-03-19	MN826643	South		
A/California/02/2016	2016-01-07	KX413827	USA	N	6
A/California/02/2017	2017-01-03	CY216163	USA	N	6
A/California/03/2016	2016-01-06	KX413979	USA	N	6
A/California/04/2016	2016-01-11	KX413995	USA	N	6
A/California/05/2016	2016-01-02	KX414003	USA	N	6
A/California/08/2017	2017-01-10	CY216427	USA	N	6
A/California/101/2016	2016-03-25	KX918118	USA	N	6
A/California/105/2016	2016-04-07	KX918102	USA	N	6
A/California/106/2017	2017-10-26	CY256351	USA	N	6
A/California/107/2016	2016-04-10	KX918094	USA	N	6
A/California/109/2017	2017-10-05	CY258390	USA	N	6
A/California/11/2016	2016-01-06	KX414203	USA	N	6
A/California/11/2017	2017-01-20	CY219246	USA	N	6
A/California/110/2016	2016-04-17	KX918038	USA	N	6
A/California/110/2017	2017-10-05	CY258398	USA	N	6
A/California/112/2017	2017-10-25	CY258366	USA	N	6
A/California/118/2016	2016-05-30	KX916454	USA	N	6
A/California/12/2016	2016-01-12	KX916998	USA	N	6
A/California/12/2017	2017-01-20	CY219254	USA	N	6
A/California/120/2016	2016-06-27	KX916326	USA	N	6
A/California/120/2017	2017-11-06	CY260851	USA	N	6
A/California/121/2016	2016-07-09	KY003562	USA	N	6
A/California/122/2016	2016-07-12	KY003518	USA	N	6
A/California/124/2016	2016-08-10	KY116376	USA	N	6
A/California/126/2016	2016-08-10	KY116392	USA	N	6
A/California/126/2017	2017-10-28	CY261361	USA	N	6
A/California/127/2016	2016-09-24	KY116408	USA	N	6
A/California/127/2017	2017-10-30	CY261353	USA	N	6
A/California/129/2016	2016-10-05	KY116416	USA	N	6
A/California/13/2016	2016-01-14	KX414315	USA	N	6
A/California/13/2017	2017-01-23	CY219238	USA	N	6
A/California/130/2016	2016-10-10	KY116424	USA	N	6
A/California/132/2017	2017-11-25	CY261409	USA	N	6
A/California/133/2017	2017-11-26	CY261401	USA	N	6
A/California/135/2016	2016-10-09	KY116584	USA	N	6
A/California/143/2016	2016-10-26	KY289367	USA	N	6
A/California/144/2016	2016-10-27	KY289484	USA	N	6
A/California/144/2017	2017-11-20	CY265207	USA	N	6
A/California/145/2016	2016-10-17	KY289387	USA	N	6
A/California/146/2016	2016-10-17	KY289356	USA	N	6
A/California/147/2016	2016-10-17	KY289396	USA	N	6
A/California/148/2017	2017-12-10	CY265167	USA	N	6
A/California/149/2016	2016-10-17	KY289333	USA	N	6
A/California/15/2017	2017-01-03	CY220393	USA	N	6
A/California/150/2016	2016-11-02	KY289434	USA	N	6
A/California/151/2017	2017-12-11	CY265199	USA	N	6
A/California/155/2016	2016-10-10	CY209402	USA	N	6
A/California/156/2016	2016-10-15	CY209410	USA	N	6
A/California/157/2016	2016-10-17	CY209418	USA	N	6
A/California/163/2016	2016-11-19	CY210641	USA	N	6
A/California/176/2016	2016-11-26	CY212532	USA	N	6
A/California/177/2016	2016-11-28	CY212516	USA	N	6
A/California/178/2016	2016-11-28	CY212524	USA	N	6
A/California/179/2016	2016-12-03	CY212492	USA	N	6
A/California/18/2017	2017-01-28	CY220257	USA	N	6
A/California/182/2016	2016-12-02	CY212972	USA	N	6
A/California/183/2016	2016-12-06	CY212964	USA	N	6
A/California/186/2016	2016-12-14	CY212884	USA	N	6
A/California/187/2016	2016-12-14	CY212900	USA	N	6
A/California/188/2016	2016-12-15	CY212916	USA	N	6
A/California/190/2016	2016-12-15	CY212980	USA	N	6
A/California/192/2016	2016-12-14	CY213244	USA	N	6
A/California/195/2016	2016-12-23	CY214100	USA	N	6
A/California/196/2016	2016-12-23	CY214116	USA	N	6
A/California/198/2016	2016-12-23	CY214148	USA	N	6
A/California/199/2016	2016-12-25	CY214108	USA	N	6
A/California/20/2017	2017-01-29	CY220265	USA	N	6
A/California/200/2016	2016-12-25	CY214132	USA	N	6
A/California/203/2016	2016-12-25	CY214164	USA	N	6
A/California/206/2016	2016-12-24	CY214892	USA	N	6
A/California/208/2016	2016-12-25	CY214924	USA	N	6
A/California/209/2016	2016-12-26	CY214900	USA	N	6
A/California/21/2016	2016-01-20	KX414331	USA	N	6
A/California/210/2016	2016-12-27	CY214932	USA	N	6
A/California/213/2016	2016-12-30	CY214868	USA	N	6
A/California/22/2017	2017-02-01	CY220401	USA	N	6
A/California/24/2016	2016-01-03	KX414339	USA	N	6
A/California/24/2017	2017-01-09	CY220705	USA	N	6
A/California/25/2016	2016-01-16	KX414347	USA	N	6
A/California/25/2017	2017-01-28	CY220689	USA	N	6
A/California/26/2017	2017-01-31	CY220673	USA	N	6
A/California/28/2017	2017-02-03	CY220697	USA	N	6
A/California/28324/2017	2017-11-07	MH701054	USA	N	6
A/California/29/2017	2017-01-29	CY221975	USA	N	6
A/California/36/2016	2016-02-06	KX414699	USA	N	6
A/California/36/2017	2017-02-18	CY224160	USA	N	6
A/California/37/2016	2016-01-27	KX414707	USA	N	6
A/California/38/2016	2016-01-20	KX414882	USA	N	6
A/California/38/2017	2017-03-08	CY224144	USA	N	6
A/California/40/2016	2016-02-15	KX414819	USA	N	6
A/California/41/2016	2016-02-15	KX414827	USA	N	6
A/California/46/2016	2016-02-02	KX415114	USA	N	6
A/California/47/2016	2016-02-04	KX415122	USA	N	6
A/California/48/2016	2016-01-30	KX415130	USA	N	6
A/California/49/2017	2017-03-26	CY230899	USA	N	6
A/California/4932/2016	2016-01-25	CY209934	USA	N	6
A/California/52/2017	2017-02-02	CY228879	USA	N	6
A/California/54/2016	2016-02-03	KX415146	USA	N	6
A/California/59/2017	2017-06-26	CY242032	USA	N	6
A/California/60/2017	2017-07-01	CY242040	USA	N	6
A/California/61/2016	2016-01-09	KX917038	USA	N	6
A/California/62/2016	2016-01-12	KX415210	USA	N	6
A/California/63/2016	2016-01-15	KX415218	USA	N	6
A/California/63/2017	2017-07-26	CY242368	USA	N	6
A/California/64/2016	2016-01-21	KX415226	USA	N	6
A/California/69/2016	2016-02-24	KX415786	USA	N	6
A/California/72/2017	2017-08-23	CY245168	USA	N	6
A/California/75/2016	2016-01-20	KX415922	USA	N	6
A/California/79/2016	2016-02-15	KX415930	USA	N	6
A/California/79/2017	2017-09-27	CY249957	USA	N	6
A/California/80/2016	2016-02-15	KX415938	USA	N	6
A/California/83/2017	2017-10-01	CY256135	USA	N	6
A/California/85/2017	2017-10-02	CY256111	USA	N	6
A/California/89/2017	2017-10-06	CY256071	USA	N	6
A/California/90/2017	2017-10-13	CY256095	USA	N	6
A/California/91/2017	2017-10-16	CY256119	USA	N	6
A/California/92/2016	2016-03-03	KX415962	USA	N	6
A/California/92/2017	2017-10-17	CY260366	USA	N	6
A/California/93/2017	2017-10-06	CY256343	USA	N	6
A/California/96/2016	2016-03-15	KX416682	USA	N	6
A/California/96/2017	2017-10-18	CY256271	USA	N	6
A/California/97/2017	2017-10-20	CY256279	USA	N	6
A/California/98/2016	2016-03-20	KX416690	USA	N	6
A/California/BRD12490N/2018	2018-01-04	MH701102	USA	N	6
A/California/BRD12521N/2018	2018-01-16	MH701118	USA	N	6
A/California/BRD21615N/2017	2017-11-15	MH701134	USA	N	6
A/California/BRD41695N/2017	2017-12-06	MH701158	USA	N	6
A/California/BRD80830N/2017	2017-11-06	MH701246	USA	N	6
A/California/FDX12025/2017	2017-11-16	MH701270	USA	N	6
A/California/FDX22064/2018	2018-02-05	MH701286	USA	N	6
A/California/JX42061/2018	2018-01-26	MH701318	USA	N	6
A/California/NEPMU5-ILI-0010/2018	2018-01-16	MH701390	USA	N	6
A/California/NHRC-OID_BRD80917N/2017	2017-12-26	MK633227	USA	N	6
A/California/NHRC_28270/2017	2017-09-29	MG279316	USA	N	6
A/California/NHRC_BRD12446N/2017	2017-11-06	MG914157	USA	N	6
A/California/NHRC_BRD41618N/2017	2017-11-05	MG914189	USA	N	6
A/California/NHRC_BRD80823N/2017	2017-10-31	MG914261	USA	N	6
A/California/NHRC_CG5905/2017	2017-04-04	MG279296	USA	N	6
A/California/NHRC_FDX11931/2016	2016-02-12	KY078666	USA	N	6
A/California/NHRC_M2369/2017	2017-12-16	MK898441	USA	N	6
A/California/NHRC_M2921/2017	2017-06-20	MG279264	USA	N	6
A/California/NHRC_MAP4061A/2017	2017-07-06	MG279280	USA	N	6
A/California/NHRC_QV373/2018	2018-01-04	MK898476	USA	N	6
A/California/NHRC_SAR20944N/2017	2017-12-02	MG914341	USA	N	6
A/California/QV766/2018	2018-01-10	MH701494	USA	N	6
A/California/SAR20953N/2017	2017-12-08	MH700966	USA	N	6
A/California/SAR41890N/2017	2017-12-27	MH701542	USA	N	6
A/Cameroon/16v-6555/2016	2016-07-26	MH762982	Cameroon	T	6
A/Cameroon/16v-9232/2016	2016-09-05	MH762983	Cameroon	T	6
A/Cameroon/16v-9236/2016	2016-09-07	MH762984	Cameroon	T	6
A/Cameroon/16v-9249/2016	2016-09-22	MH762986	Cameroon	T	6
A/Cameroon/16v-9261/2016	2016-10-04	MH762988	Cameroon	T	6
A/Cameroon/16v-9267/2016	2016-10-07	MH762990	Cameroon	T	6
A/Canberra/1001/2016	2016-07-25	CY254715	Australia	S	6
A/Canberra/11/2016	2016-07-20	CY254643	Australia	S	6
A/Canberra/13/2016	2016-07-22	CY254563	Australia	S	6
A/Canberra/2/2017	2017-02-21	MN569105	Australia	S	6
A/Canberra/3/2017	2017-02-19	MN569113	Australia	S	6
A/Canberra/4/2017	2017-02-25	MN569137	Australia	S	6
A/Canberra/5/2016	2016-02-19	CY254339	Australia	S	6
A/Canberra/53/2017	2017-08-18	MN569145	Australia	S	6
A/Canberra/61/2017	2017-08-26	MN569169	Australia	S	6
A/Canberra/7/2016	2016-04-10	CY254331	Australia	S	6
A/Canberra/93/2016	2016-10-04	CY255283	Australia	S	6
A/China/111/2017	2017-09-20	MH393279	China	N	6
A/China/127/2017	2017-11-15	MH393280	China	N	6
A/China/573/2017	2017-06-19	MH393275	China	N	6
A/China/574/2017	2017-08-05	MH393276	China	N	6
A/China/585/2017	2017-06-09	MH393277	China	N	6
A/China/587/2017	2017-06-10	MH393278	China	N	6
A/China/70793/2016	2016-01-07	MK640773	China	N	6
A/China/71517/2016	2016-01-25	MK640774	China	N	6
A/China/72935/2016	2016-03-08	MK640777	China	N	6
A/China/746/2016	2016-10-31	MH393271	China	N	6
A/China/78879/2016	2016-12-06	MK640778	China	N	6
A/China/79880/2016	2016-12-13	MK640780	China	N	6
A/China/80241/2016	2016-12-06	MK640779	China	N	6
A/China/80974/2016	2016-12-30	MK640781	China	N	6
A/China/81105/2017	2017-01-04	MK640782	China	N	6
A/China/81129/2017	2017-01-05	MK640783	China	N	6
A/China/813/2016	2016-10-31	MH393272	China	N	6
A/China/81891/2017	2017-02-01	MK640784	China	N	6
A/China/901/2016	2016-11-28	MH393273	China	N	6
A/China/940/2016	2016-12-12	MH393274	China	N	6
A/Chungbuk/107/2016	2016-01-18	KY509841	South		
A/Ciba/DS7-125/2016	2016-12-15	LC408991	Japan	N	6
A/Ciba/DS7-52/2016	2016-12-06	LC409043	Japan	N	6
A/Ciba/DS7-78/2016	2016-12-06	LC409057	Japan	N	6
A/Colorado/01/2017	2017-01-05	CY214988	USA	N	6
A/Colorado/02/2017	2017-01-05	CY214996	USA	N	6
A/Colorado/03/2016	2016-01-06	KX413963	USA	N	6
A/Colorado/04/2016	2016-01-13	KY044274	USA	N	6
A/Colorado/04/2017	2017-01-24	CY219164	USA	N	6
A/Colorado/05/2017	2017-01-31	CY220585	USA	N	6
A/Colorado/07/2016	2016-01-13	KX414227	USA	N	6
A/Colorado/07/2017	2017-01-31	CY222975	USA	N	6
A/Colorado/08/2016	2016-01-21	KX414235	USA	N	6
A/Colorado/11/2016	2016-01-28	KX414595	USA	N	6
A/Colorado/11/2017	2017-03-21	CY228607	USA	N	6
A/Colorado/12/2017	2017-08-07	CY245424	USA	N	6
A/Colorado/13/2017	2017-08-12	CY245432	USA	N	6
A/Colorado/15/2016	2016-02-18	KX415042	USA	N	6
A/Colorado/17/2017	2017-10-29	CY258198	USA	N	6
A/Colorado/18/2016	2016-03-01	KX415506	USA	N	6
A/Colorado/19/2016	2016-03-01	KX415514	USA	N	6
A/Colorado/22/2016	2016-03-06	KX416098	USA	N	6
A/Colorado/22/2017	2017-11-22	CY264149	USA	N	6
A/Colorado/24/2017	2017-12-04	CY265055	USA	N	6
A/Colorado/25/2017	2017-12-16	CY265063	USA	N	6
A/Colorado/27/2016	2016-03-27	KX416522	USA	N	6
A/Colorado/28/2016	2016-03-30	KX917494	USA	N	6
A/Colorado/31/2016	2016-04-07	KX917806	USA	N	6
A/Colorado/32/2016	2016-04-09	KX917502	USA	N	6
A/Colorado/33/2016	2016-04-09	KX917814	USA	N	6
A/Colorado/36/2016	2016-04-22	KX917822	USA	N	6
A/Colorado/38/2016	2016-05-01	KX917838	USA	N	6
A/Colorado/41/2016	2016-11-05	CY209098	USA	N	6
A/Colorado/42/2016	2016-11-05	CY210458	USA	N	6
A/Colorado/44/2016	2016-11-25	CY212548	USA	N	6
A/Colorado/45/2016	2016-11-25	CY212556	USA	N	6
A/Colorado/47/2016	2016-11-30	CY214180	USA	N	6
A/Colorado/49/2016	2016-12-26	CY215851	USA	N	6
A/Connecticut/03/2017	2017-01-09	CY216475	USA	N	6
A/Connecticut/04/2016	2016-02-15	KX415242	USA	N	6
A/Connecticut/04/2017	2017-01-11	CY216483	USA	N	6
A/Connecticut/05/2016	2016-02-14	KX917046	USA	N	6
A/Connecticut/06/2016	2016-02-07	KX917054	USA	N	6
A/Connecticut/06/2017	2017-01-18	CY220129	USA	N	6
A/Connecticut/07/2016	2016-02-04	KX415250	USA	N	6
A/Connecticut/08/2017	2017-01-31	CY224936	USA	N	6
A/Connecticut/10/2017	2017-02-10	CY227216	USA	N	6
A/Connecticut/11/2017	2017-02-10	CY227224	USA	N	6
A/Connecticut/12/2017	2017-03-04	CY235474	USA	N	6
A/Connecticut/13/2016	2016-02-28	KX415594	USA	N	6
A/Connecticut/13/2017	2017-03-05	CY227576	USA	N	6
A/Connecticut/14/2016	2016-02-28	KX415610	USA	N	6
A/Connecticut/17/2017	2017-03-27	CY231141	USA	N	6
A/Connecticut/18/2016	2016-03-08	KX918214	USA	N	6
A/Connecticut/18/2017	2017-03-28	CY232534	USA	N	6
A/Connecticut/19/2016	2016-03-11	KX918206	USA	N	6
A/Connecticut/19/2017	2017-03-31	CY232542	USA	N	6
A/Connecticut/21/2017	2017-04-17	CY234580	USA	N	6
A/Connecticut/23/2017	2017-05-01	CY234788	USA	N	6
A/Connecticut/24/2017	2017-06-13	CY240049	USA	N	6
A/Connecticut/25/2017	2017-06-24	CY240057	USA	N	6
A/Connecticut/26/2016	2016-03-27	KX918182	USA	N	6
A/Connecticut/26/2017	2017-07-23	CY242344	USA	N	6
A/Connecticut/27/2016	2016-03-28	KX918166	USA	N	6
A/Connecticut/28/2017	2017-08-10	CY245384	USA	N	6
A/Connecticut/30/2017	2017-09-09	CY245400	USA	N	6
A/Connecticut/32/2017	2017-10-28	CY260585	USA	N	6
A/Connecticut/34/2016	2016-10-04	KY116632	USA	N	6
A/Connecticut/34/2017	2017-11-15	CY261035	USA	N	6
A/Connecticut/35/2016	2016-10-27	KY289075	USA	N	6
A/Connecticut/36/2016	2016-10-30	CY210316	USA	N	6
A/Connecticut/37/2016	2016-11-05	CY210308	USA	N	6
A/Connecticut/37/2017	2017-11-24	CY264245	USA	N	6
A/Connecticut/39/2016	2016-12-04	CY214812	USA	N	6
A/Connecticut/44/2016	2016-12-29	CY215931	USA	N	6
A/Daegu/751/2017	2017-09-25	MK159093	South		
A/Daejeon/1303/2016	2016-10-18	MG787900	South		
A/Darwin/1002/2016	2016-08-15	CY254987	Australia	S	6
A/Darwin/1005/2017	2017-03-06	MN569209	Australia	S	6
A/Darwin/1006/2016	2016-09-15	CY255155	Australia	S	6
A/Darwin/1008/2016	2016-09-22	CY255211	Australia	S	6
A/Delaware/01/2016	2016-01-10	KX413795	USA	N	6
A/Delaware/01/2017	2017-01-03	CY219020	USA	N	6
A/Delaware/02/2017	2017-01-04	CY214540	USA	N	6
A/Delaware/03/2017	2017-01-08	CY218931	USA	N	6
A/Delaware/05/2017	2017-01-17	CY215971	USA	N	6
A/Delaware/07/2017	2017-02-02	CY220113	USA	N	6
A/Delaware/10/2016	2016-03-01	KX917022	USA	N	6
A/Delaware/10/2017	2017-02-09	CY225008	USA	N	6
A/Delaware/11/2017	2017-02-09	CY225024	USA	N	6
A/Delaware/12/2017	2017-02-13	CY223880	USA	N	6
A/Delaware/13/2017	2017-02-13	CY223888	USA	N	6
A/Delaware/15/2017	2017-02-24	CY224840	USA	N	6
A/Delaware/16/2017	2017-02-28	CY227232	USA	N	6
A/Delaware/17/2017	2017-03-01	CY227240	USA	N	6
A/Delaware/19/2017	2017-03-21	CY227904	USA	N	6
A/Delaware/21/2017	2017-03-13	CY227488	USA	N	6
A/Delaware/22/2017	2017-03-23	CY228583	USA	N	6
A/Delaware/23/2017	2017-03-29	CY228567	USA	N	6
A/Delaware/29/2017	2017-09-06	CY245120	USA	N	6
A/Delaware/30/2017	2017-09-17	CY247184	USA	N	6
A/Delaware/31/2016	2016-11-09	CY211698	USA	N	6
A/Delaware/31/2017	2017-09-19	CY247191	USA	N	6
A/Delaware/33/2016	2016-11-15	CY210418	USA	N	6
A/Delaware/34/2016	2016-11-17	CY210426	USA	N	6
A/Delaware/34/2017	2017-10-16	CY258015	USA	N	6
A/Delaware/35/2016	2016-11-20	CY212340	USA	N	6
A/Delaware/35/2017	2017-10-20	CY258023	USA	N	6
A/Delaware/37/2016	2016-12-04	CY211797	USA	N	6
A/Delaware/39/2016	2016-12-19	CY212996	USA	N	6
A/Delaware/40/2016	2016-12-19	CY213004	USA	N	6
A/Delaware/41/2017	2017-12-04	CY264109	USA	N	6
A/England/7127/2018	2018-02-01	MK400723	United		
A/England/7211/2018	2018-02-09	MK401513	United		
A/Firuzkuh/49748/2016	2016-03-26	KY328812	Iran	N	6
A/Florida/01/2016	2016-01-07	KX413811	USA	N	6
A/Florida/01/2017	2017-01-04	CY215108	USA	N	6
A/Florida/03/2017	2017-01-07	CY222567	USA	N	6
A/Florida/05/2017	2017-01-20	CY216707	USA	N	6
A/Florida/06/2016	2016-01-10	KY044297	USA	N	6
A/Florida/06/2017	2017-01-26	CY219203	USA	N	6
A/Florida/07/2016	2016-01-22	KX414091	USA	N	6
A/Florida/07/2017	2017-01-16	CY220361	USA	N	6
A/Florida/08/2016	2016-01-28	KX414427	USA	N	6
A/Florida/09/2016	2016-01-26	KX414435	USA	N	6
A/Florida/10/2017	2017-02-08	CY223736	USA	N	6
A/Florida/100/2016	2016-11-27	CY211996	USA	N	6
A/Florida/100/2017	2017-12-08	CY264920	USA	N	6
A/Florida/102/2016	2016-12-01	CY212067	USA	N	6
A/Florida/104/2016	2016-12-01	CY213052	USA	N	6
A/Florida/107/2016	2016-12-26	CY214500	USA	N	6
A/Florida/109/2016	2016-12-16	CY214612	USA	N	6
